toclevel	level	line	number	index	fromtitle	byteoffset	anchor	revid	date	time
2	3	Test bias	3.6	14	Race_and_intelligence	15951	Test_bias	382034	16/11/2014	13:16:31Z
2	3	Stereotype threat	3.7	15	Race_and_intelligence	17497	Stereotype_threat	382034	16/11/2014	13:16:31Z
2	3	African West Indian immigrants	3.8	16	Race_and_intelligence	19259	African_West_Indian_immigrants	382034	16/11/2014	13:16:31Z
2	3	Intervention programs	3.9	17	Race_and_intelligence	20180	Intervention_programs	382034	16/11/2014	13:16:31Z
2	3	Adoption	3.1	18	Race_and_intelligence	22334	Adoption	382034	16/11/2014	13:16:31Z
2	3	Racial admixture	3.11	19	Race_and_intelligence	24076	Racial_admixture	382034	16/11/2014	13:16:31Z
2	3	Inbreeding depression, g loadings, and the Flynn effect	3.12	20	Race_and_intelligence	27100	Inbreeding_depression.2C_g_loadings.2C_and_the_Flynn_effect	382034	16/11/2014	13:16:31Z
2	3	Regression to the mean	3.13	21	Race_and_intelligence	29498	Regression_to_the_mean	382034	16/11/2014	13:16:31Z
2	3	Reaction time	3.14	22	Race_and_intelligence	30502	Reaction_time	382034	16/11/2014	13:16:31Z
2	3	Brain size	3.15	23	Race_and_intelligence	31447	Brain_size	382034	16/11/2014	13:16:31Z
2	3	Default hypothesis	3.16	24	Race_and_intelligence	32438	Default_hypothesis	382034	16/11/2014	13:16:31Z
2	3	Eye color	3.17	25	Race_and_intelligence	33263	Eye_color	382034	16/11/2014	13:16:31Z
1	2	Genetic evidence	4	26	Race_and_intelligence	33973	Genetic_evidence	382034	16/11/2014	13:16:31Z
1	2	Evolutionary explanations for racial differences	5	27	Race_and_intelligence	36858	Evolutionary_explanations_for_racial_differences	382034	16/11/2014	13:16:31Z
1	2	Significance of racial IQ differences	6	28	Race_and_intelligence	38240	Significance_of_racial_IQ_differences	382034	16/11/2014	13:16:31Z
1	2	See also	7	29	Race_and_intelligence	42067	See_also	382034	16/11/2014	13:16:31Z
1	2	References	8	30	Race_and_intelligence	42091	References	382034	16/11/2014	13:16:31Z
1	2	External links	9	31	Race_and_intelligence	42121	External_links	382034	16/11/2014	13:16:31Z
2	3	Pro-hereditarian reviews	9.1	32	Race_and_intelligence	42142	Pro-hereditarian_reviews	382034	16/11/2014	13:16:31Z
2	3	Anti-hereditarian reviews	9.2	33	Race_and_intelligence	42651	Anti-hereditarian_reviews	382034	16/11/2014	13:16:31Z
2	3	Other links	9.3	34	Race_and_intelligence	42953	Other_links	382034	16/11/2014	13:16:31Z
1	2	History	1	1	Race_and_intelligence	513	History	382032	16/11/2014	13:02:41Z
1	2	Measured race differences	2	2	Race_and_intelligence	3089	Measured_race_differences	382032	16/11/2014	13:02:41Z
2	3	Worldwide	2.1	3	Race_and_intelligence	3119	Worldwide	382032	16/11/2014	13:02:41Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	4514	US_Black-White_gap	382032	16/11/2014	13:02:41Z
2	3	Hispanics	2.3	5	Race_and_intelligence	8288	Hispanics	382032	16/11/2014	13:02:41Z
2	3	Jews	2.4	6	Race_and_intelligence	8603	Jews	382032	16/11/2014	13:02:41Z
2	3	Gypsies	2.5	7	Race_and_intelligence	8648	Gypsies	382032	16/11/2014	13:02:41Z
1	2	The genetics or not debate	3	8	Race_and_intelligence	9839	The_genetics_or_not_debate	382032	16/11/2014	13:02:41Z
2	3	Opinion of scientists	3.1	9	Race_and_intelligence	10309	Opinion_of_scientists	382032	16/11/2014	13:02:41Z
2	3	Ad hominem attacks	3.2	10	Race_and_intelligence	11541	Ad_hominem_attacks	382032	16/11/2014	13:02:41Z
2	3	Race denialism	3.3	11	Race_and_intelligence	13239	Race_denialism	382032	16/11/2014	13:02:41Z
2	3	Very low IQ scores for some races	3.4	12	Race_and_intelligence	14045	Very_low_IQ_scores_for_some_races	382032	16/11/2014	13:02:41Z
2	3	Socioeconomic factors	3.5	13	Race_and_intelligence	14850	Socioeconomic_factors	382032	16/11/2014	13:02:41Z
2	3	Test bias	3.6	14	Race_and_intelligence	15951	Test_bias	382032	16/11/2014	13:02:41Z
2	3	Stereotype threat	3.7	15	Race_and_intelligence	17497	Stereotype_threat	382032	16/11/2014	13:02:41Z
2	3	African West Indian immigrants	3.8	16	Race_and_intelligence	19259	African_West_Indian_immigrants	382032	16/11/2014	13:02:41Z
2	3	Intervention programs	3.9	17	Race_and_intelligence	20180	Intervention_programs	382032	16/11/2014	13:02:41Z
2	3	Adoption	3.1	18	Race_and_intelligence	22334	Adoption	382032	16/11/2014	13:02:41Z
2	3	Racial admixture	3.11	19	Race_and_intelligence	24076	Racial_admixture	382032	16/11/2014	13:02:41Z
2	3	Inbreeding depression, g loadings, and the Flynn effect	3.12	20	Race_and_intelligence	27100	Inbreeding_depression.2C_g_loadings.2C_and_the_Flynn_effect	382032	16/11/2014	13:02:41Z
2	3	Regression to the mean	3.13	21	Race_and_intelligence	29498	Regression_to_the_mean	382032	16/11/2014	13:02:41Z
2	3	Reaction time	3.14	22	Race_and_intelligence	30502	Reaction_time	382032	16/11/2014	13:02:41Z
2	3	Brain size	3.15	23	Race_and_intelligence	31447	Brain_size	382032	16/11/2014	13:02:41Z
2	3	Default hypothesis	3.16	24	Race_and_intelligence	32438	Default_hypothesis	382032	16/11/2014	13:02:41Z
2	3	Eye color	3.17	25	Race_and_intelligence	33263	Eye_color	382032	16/11/2014	13:02:41Z
1	2	Genetic evidence	4	26	Race_and_intelligence	33973	Genetic_evidence	382032	16/11/2014	13:02:41Z
1	2	Evolutionary explanations for racial differences	5	27	Race_and_intelligence	36860	Evolutionary_explanations_for_racial_differences	382032	16/11/2014	13:02:41Z
1	2	Significance of racial IQ differences	6	28	Race_and_intelligence	38242	Significance_of_racial_IQ_differences	382032	16/11/2014	13:02:41Z
1	2	See also	7	29	Race_and_intelligence	42069	See_also	382032	16/11/2014	13:02:41Z
1	2	References	8	30	Race_and_intelligence	42093	References	382032	16/11/2014	13:02:41Z
1	2	External links	9	31	Race_and_intelligence	42123	External_links	382032	16/11/2014	13:02:41Z
2	3	Pro-hereditarian reviews	9.1	32	Race_and_intelligence	42144	Pro-hereditarian_reviews	382032	16/11/2014	13:02:41Z
2	3	Anti-hereditarian reviews	9.2	33	Race_and_intelligence	42653	Anti-hereditarian_reviews	382032	16/11/2014	13:02:41Z
2	3	Other links	9.3	34	Race_and_intelligence	42955	Other_links	382032	16/11/2014	13:02:41Z
1	2	History	1	1	Race_and_intelligence	513	History	382026	16/11/2014	12:46:49Z
1	2	Measured race differences	2	2	Race_and_intelligence	3089	Measured_race_differences	382026	16/11/2014	12:46:49Z
2	3	Worldwide	2.1	3	Race_and_intelligence	3119	Worldwide	382026	16/11/2014	12:46:49Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	4514	US_Black-White_gap	382026	16/11/2014	12:46:49Z
2	3	Hispanics	2.3	5	Race_and_intelligence	8288	Hispanics	382026	16/11/2014	12:46:49Z
2	3	Jews	2.4	6	Race_and_intelligence	8603	Jews	382026	16/11/2014	12:46:49Z
2	3	Gypsies	2.5	7	Race_and_intelligence	8648	Gypsies	382026	16/11/2014	12:46:49Z
1	2	The genetics or not debate	3	8	Race_and_intelligence	9839	The_genetics_or_not_debate	382026	16/11/2014	12:46:49Z
2	3	Opinion of scientists	3.1	9	Race_and_intelligence	10309	Opinion_of_scientists	382026	16/11/2014	12:46:49Z
2	3	Ad hominem attacks	3.2	10	Race_and_intelligence	11541	Ad_hominem_attacks	382026	16/11/2014	12:46:49Z
2	3	Race denialism	3.3	11	Race_and_intelligence	13239	Race_denialism	382026	16/11/2014	12:46:49Z
2	3	Very low IQ scores for some races	3.4	12	Race_and_intelligence	14045	Very_low_IQ_scores_for_some_races	382026	16/11/2014	12:46:49Z
2	3	Socioeconomic factors	3.5	13	Race_and_intelligence	14850	Socioeconomic_factors	382026	16/11/2014	12:46:49Z
2	3	Test bias	3.6	14	Race_and_intelligence	15951	Test_bias	382026	16/11/2014	12:46:49Z
2	3	Stereotype threat	3.7	15	Race_and_intelligence	17497	Stereotype_threat	382026	16/11/2014	12:46:49Z
2	3	African West Indian immigrants	3.8	16	Race_and_intelligence	19259	African_West_Indian_immigrants	382026	16/11/2014	12:46:49Z
2	3	Intervention programs	3.9	17	Race_and_intelligence	20180	Intervention_programs	382026	16/11/2014	12:46:49Z
2	3	Adoption	3.1	18	Race_and_intelligence	22334	Adoption	382026	16/11/2014	12:46:49Z
2	3	Racial admixture	3.11	19	Race_and_intelligence	24076	Racial_admixture	382026	16/11/2014	12:46:49Z
2	3	Inbreeding depression, g loadings, and the Flynn effect	3.12	20	Race_and_intelligence	27100	Inbreeding_depression.2C_g_loadings.2C_and_the_Flynn_effect	382026	16/11/2014	12:46:49Z
2	3	Regression to the mean	3.13	21	Race_and_intelligence	29498	Regression_to_the_mean	382026	16/11/2014	12:46:49Z
2	3	Reaction time	3.14	22	Race_and_intelligence	30502	Reaction_time	382026	16/11/2014	12:46:49Z
2	3	Brain size	3.15	23	Race_and_intelligence	31447	Brain_size	382026	16/11/2014	12:46:49Z
2	3	Default hypothesis	3.16	24	Race_and_intelligence	32438	Default_hypothesis	382026	16/11/2014	12:46:49Z
2	3	Eye color	3.17	25	Race_and_intelligence	33263	Eye_color	382026	16/11/2014	12:46:49Z
1	2	Genetic evidence	4	26	Race_and_intelligence	33973	Genetic_evidence	382026	16/11/2014	12:46:49Z
1	2	Evolutionary explanations for racial differences	5	27	Race_and_intelligence	36229	Evolutionary_explanations_for_racial_differences	382026	16/11/2014	12:46:49Z
1	2	Significance of racial IQ differences	6	28	Race_and_intelligence	37611	Significance_of_racial_IQ_differences	382026	16/11/2014	12:46:49Z
1	2	See also	7	29	Race_and_intelligence	41438	See_also	382026	16/11/2014	12:46:49Z
1	2	References	8	30	Race_and_intelligence	41462	References	382026	16/11/2014	12:46:49Z
1	2	External links	9	31	Race_and_intelligence	41492	External_links	382026	16/11/2014	12:46:49Z
2	3	Pro-hereditarian reviews	9.1	32	Race_and_intelligence	41513	Pro-hereditarian_reviews	382026	16/11/2014	12:46:49Z
2	3	Anti-hereditarian reviews	9.2	33	Race_and_intelligence	42022	Anti-hereditarian_reviews	382026	16/11/2014	12:46:49Z
2	3	Other links	9.3	34	Race_and_intelligence	42324	Other_links	382026	16/11/2014	12:46:49Z
1	2	History	1	1	Race_and_intelligence	513	History	382014	16/11/2014	12:33:51Z
1	2	Measured race differences	2	2	Race_and_intelligence	3089	Measured_race_differences	382014	16/11/2014	12:33:51Z
2	3	Worldwide	2.1	3	Race_and_intelligence	3119	Worldwide	382014	16/11/2014	12:33:51Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	4514	US_Black-White_gap	382014	16/11/2014	12:33:51Z
2	3	Hispanics	2.3	5	Race_and_intelligence	8288	Hispanics	382014	16/11/2014	12:33:51Z
2	3	Jews	2.4	6	Race_and_intelligence	8603	Jews	382014	16/11/2014	12:33:51Z
2	3	Gypsies	2.5	7	Race_and_intelligence	8648	Gypsies	382014	16/11/2014	12:33:51Z
1	2	The genetics or not debate	3	8	Race_and_intelligence	9839	The_genetics_or_not_debate	382014	16/11/2014	12:33:51Z
2	3	Opinion of scientists	3.1	9	Race_and_intelligence	10309	Opinion_of_scientists	382014	16/11/2014	12:33:51Z
2	3	Ad hominem attacks	3.2	10	Race_and_intelligence	11541	Ad_hominem_attacks	382014	16/11/2014	12:33:51Z
2	3	Race denialism	3.3	11	Race_and_intelligence	13239	Race_denialism	382014	16/11/2014	12:33:51Z
2	3	Very low IQ scores for some races	3.4	12	Race_and_intelligence	14045	Very_low_IQ_scores_for_some_races	382014	16/11/2014	12:33:51Z
2	3	Socioeconomic factors	3.5	13	Race_and_intelligence	15206	Socioeconomic_factors	382014	16/11/2014	12:33:51Z
2	3	Test bias	3.6	14	Race_and_intelligence	16307	Test_bias	382014	16/11/2014	12:33:51Z
2	3	Stereotype threat	3.7	15	Race_and_intelligence	17853	Stereotype_threat	382014	16/11/2014	12:33:51Z
2	3	African West Indian immigrants	3.8	16	Race_and_intelligence	19615	African_West_Indian_immigrants	382014	16/11/2014	12:33:51Z
2	3	Intervention programs	3.9	17	Race_and_intelligence	20536	Intervention_programs	382014	16/11/2014	12:33:51Z
2	3	Adoption	3.1	18	Race_and_intelligence	22690	Adoption	382014	16/11/2014	12:33:51Z
2	3	Racial admixture	3.11	19	Race_and_intelligence	24432	Racial_admixture	382014	16/11/2014	12:33:51Z
2	3	Inbreeding depression, g loadings, and the Flynn effect	3.12	20	Race_and_intelligence	28196	Inbreeding_depression.2C_g_loadings.2C_and_the_Flynn_effect	382014	16/11/2014	12:33:51Z
2	3	Regression to the mean	3.13	21	Race_and_intelligence	30594	Regression_to_the_mean	382014	16/11/2014	12:33:51Z
2	3	Reaction time	3.14	22	Race_and_intelligence	31598	Reaction_time	382014	16/11/2014	12:33:51Z
2	3	Brain size	3.15	23	Race_and_intelligence	32543	Brain_size	382014	16/11/2014	12:33:51Z
2	3	Default hypothesis	3.16	24	Race_and_intelligence	33534	Default_hypothesis	382014	16/11/2014	12:33:51Z
2	3	Eye color	3.17	25	Race_and_intelligence	34359	Eye_color	382014	16/11/2014	12:33:51Z
1	2	Genetic evidence	4	26	Race_and_intelligence	35069	Genetic_evidence	382014	16/11/2014	12:33:51Z
1	2	Evolutionary explanations for racial differences	5	27	Race_and_intelligence	37325	Evolutionary_explanations_for_racial_differences	382014	16/11/2014	12:33:51Z
1	2	Significance of racial IQ differences	6	28	Race_and_intelligence	38707	Significance_of_racial_IQ_differences	382014	16/11/2014	12:33:51Z
1	2	See also	7	29	Race_and_intelligence	43018	See_also	382014	16/11/2014	12:33:51Z
1	2	References	8	30	Race_and_intelligence	43042	References	382014	16/11/2014	12:33:51Z
1	2	External links	9	31	Race_and_intelligence	43072	External_links	382014	16/11/2014	12:33:51Z
2	3	Pro-hereditarian reviews	9.1	32	Race_and_intelligence	43093	Pro-hereditarian_reviews	382014	16/11/2014	12:33:51Z
2	3	Anti-hereditarian reviews	9.2	33	Race_and_intelligence	43602	Anti-hereditarian_reviews	382014	16/11/2014	12:33:51Z
2	3	Other links	9.3	34	Race_and_intelligence	43904	Other_links	382014	16/11/2014	12:33:51Z
1	2	History	1	1	Race_and_intelligence	513	History	374474	25/08/2014	09:05:17Z
1	2	Measured race differences	2	2	Race_and_intelligence	3089	Measured_race_differences	374474	25/08/2014	09:05:17Z
2	3	Worldwide	2.1	3	Race_and_intelligence	3119	Worldwide	374474	25/08/2014	09:05:17Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	4514	US_Black-White_gap	374474	25/08/2014	09:05:17Z
2	3	Hispanics	2.3	5	Race_and_intelligence	8288	Hispanics	374474	25/08/2014	09:05:17Z
2	3	Jews	2.4	6	Race_and_intelligence	8603	Jews	374474	25/08/2014	09:05:17Z
2	3	Gypsies	2.5	7	Race_and_intelligence	8648	Gypsies	374474	25/08/2014	09:05:17Z
1	2	The genetics or not debate	3	8	Race_and_intelligence	9839	The_genetics_or_not_debate	374474	25/08/2014	09:05:17Z
2	3	Opinion of scientists	3.1	9	Race_and_intelligence	10309	Opinion_of_scientists	374474	25/08/2014	09:05:17Z
2	3	Ad hominem attacks	3.2	10	Race_and_intelligence	11541	Ad_hominem_attacks	374474	25/08/2014	09:05:17Z
2	3	Race denialism	3.3	11	Race_and_intelligence	13239	Race_denialism	374474	25/08/2014	09:05:17Z
2	3	Very low IQ scores for some races	3.4	12	Race_and_intelligence	14045	Very_low_IQ_scores_for_some_races	374474	25/08/2014	09:05:17Z
2	3	Socioeconomic factors	3.5	13	Race_and_intelligence	15206	Socioeconomic_factors	374474	25/08/2014	09:05:17Z
2	3	Test bias	3.6	14	Race_and_intelligence	16307	Test_bias	374474	25/08/2014	09:05:17Z
2	3	Stereotype threat	3.7	15	Race_and_intelligence	17853	Stereotype_threat	374474	25/08/2014	09:05:17Z
2	3	African West Indian immigrants	3.8	16	Race_and_intelligence	19615	African_West_Indian_immigrants	374474	25/08/2014	09:05:17Z
2	3	Intervention programs	3.9	17	Race_and_intelligence	20536	Intervention_programs	374474	25/08/2014	09:05:17Z
2	3	Adoption	3.1	18	Race_and_intelligence	22690	Adoption	374474	25/08/2014	09:05:17Z
2	3	Racial admixture	3.11	19	Race_and_intelligence	24432	Racial_admixture	374474	25/08/2014	09:05:17Z
2	3	Inbreeding depression, g loadings, and the Flynn effect	3.12	20	Race_and_intelligence	28196	Inbreeding_depression.2C_g_loadings.2C_and_the_Flynn_effect	374474	25/08/2014	09:05:17Z
2	3	Regression to the mean	3.13	21	Race_and_intelligence	30594	Regression_to_the_mean	374474	25/08/2014	09:05:17Z
2	3	Reaction time	3.14	22	Race_and_intelligence	31598	Reaction_time	374474	25/08/2014	09:05:17Z
2	3	Brain size	3.15	23	Race_and_intelligence	32543	Brain_size	374474	25/08/2014	09:05:17Z
2	3	Default hypothesis	3.16	24	Race_and_intelligence	33534	Default_hypothesis	374474	25/08/2014	09:05:17Z
2	3	Eye color	3.17	25	Race_and_intelligence	34359	Eye_color	374474	25/08/2014	09:05:17Z
1	2	Future evidence	4	26	Race_and_intelligence	35069	Future_evidence	374474	25/08/2014	09:05:17Z
2	3	Direct genetic evidence	4.1	27	Race_and_intelligence	35091	Direct_genetic_evidence	374474	25/08/2014	09:05:17Z
1	2	Evolutionary explanations for racial differences	5	28	Race_and_intelligence	36664	Evolutionary_explanations_for_racial_differences	374474	25/08/2014	09:05:17Z
1	2	Significance of racial IQ differences	6	29	Race_and_intelligence	38046	Significance_of_racial_IQ_differences	374474	25/08/2014	09:05:17Z
1	2	See also	7	30	Race_and_intelligence	42357	See_also	374474	25/08/2014	09:05:17Z
1	2	References	8	31	Race_and_intelligence	42381	References	374474	25/08/2014	09:05:17Z
1	2	External links	9	32	Race_and_intelligence	42411	External_links	374474	25/08/2014	09:05:17Z
2	3	Pro-hereditarian reviews	9.1	33	Race_and_intelligence	42432	Pro-hereditarian_reviews	374474	25/08/2014	09:05:17Z
2	3	Anti-hereditarian reviews	9.2	34	Race_and_intelligence	42941	Anti-hereditarian_reviews	374474	25/08/2014	09:05:17Z
2	3	Other links	9.3	35	Race_and_intelligence	43243	Other_links	374474	25/08/2014	09:05:17Z
1	2	History	1	1	Race_and_intelligence	513	History	374471	25/08/2014	09:04:16Z
1	2	Measured race differences	2	2	Race_and_intelligence	3089	Measured_race_differences	374471	25/08/2014	09:04:16Z
2	3	Worldwide	2.1	3	Race_and_intelligence	3119	Worldwide	374471	25/08/2014	09:04:16Z
2	3	US Black-White gap	2.2	4	Race_and_intelligence	4514	US_Black-White_gap	374471	25/08/2014	09:04:16Z
2	3	Hispanics	2.3	5	Race_and_intelligence	8288	Hispanics	374471	25/08/2014	09:04:16Z
2	3	Jews	2.4	6	Race_and_intelligence	8603	Jews	374471	25/08/2014	09:04:16Z
2	3	Gypsies	2.5	7	Race_and_intelligence	8648	Gypsies	374471	25/08/2014	09:04:16Z
1	2	The genetics or not debate	3	8	Race_and_intelligence	9839	The_genetics_or_not_debate	374471	25/08/2014	09:04:16Z
2	3	Opinion of scientists	3.1	9	Race_and_intelligence	10309	Opinion_of_scientists	374471	25/08/2014	09:04:16Z
2	3	Ad hominem attacks	3.2	10	Race_and_intelligence	11541	Ad_hominem_attacks	374471	25/08/2014	09:04:16Z
2	3	Race denialism	3.3	11	Race_and_intelligence	13239	Race_denialism	374471	25/08/2014	09:04:16Z
2	3	Very low IQ scores for some races	3.4	12	Race_and_intelligence	14045	Very_low_IQ_scores_for_some_races	374471	25/08/2014	09:04:16Z
2	3	Socioeconomic factors	3.5	13	Race_and_intelligence	15206	Socioeconomic_factors	374471	25/08/2014	09:04:16Z
2	3	Test bias	3.6	14	Race_and_intelligence	16307	Test_bias	374471	25/08/2014	09:04:16Z
2	3	Stereotype threat	3.7	15	Race_and_intelligence	17853	Stereotype_threat	374471	25/08/2014	09:04:16Z
2	3	African West Indian immigrants	3.8	16	Race_and_intelligence	19615	African_West_Indian_immigrants	374471	25/08/2014	09:04:16Z
2	3	Intervention programs	3.9	17	Race_and_intelligence	20536	Intervention_programs	374471	25/08/2014	09:04:16Z
2	3	Adoption	3.1	18	Race_and_intelligence	22690	Adoption	374471	25/08/2014	09:04:16Z
2	3	Racial admixture	3.11	19	Race_and_intelligence	24432	Racial_admixture	374471	25/08/2014	09:04:16Z
2	3	Inbreeding depression, g loadings, and the Flynn effect	3.12	20	Race_and_intelligence	28196	Inbreeding_depression.2C_g_loadings.2C_and_the_Flynn_effect	374471	25/08/2014	09:04:16Z
2	3	Regression to the mean	3.13	21	Race_and_intelligence	30594	Regression_to_the_mean	374471	25/08/2014	09:04:16Z
2	3	Reaction time	3.14	22	Race_and_intelligence	31598	Reaction_time	374471	25/08/2014	09:04:16Z
2	3	Brain size	3.15	23	Race_and_intelligence	32543	Brain_size	374471	25/08/2014	09:04:16Z
2	3	Default hypothesis	3.16	24	Race_and_intelligence	33534	Default_hypothesis	374471	25/08/2014	09:04:16Z
2	3	Eye color	3.17	25	Race_and_intelligence	34359	Eye_color	374471	25/08/2014	09:04:16Z
1	2	Future evidence	4	26	Race_and_intelligence	35069	Future_evidence	374471	25/08/2014	09:04:16Z
2	3	Direct genetic evidence	4.1	27	Race_and_intelligence	35091	Direct_genetic_evidence	374471	25/08/2014	09:04:16Z
